gene	chr	3utr_start	3utr_end	length	source
YDR129C	chrIV	713206	713340	135	Zhang_2005
YDR133C	chrIV	720813	720962	150	Nagalakshmi_2008
YDR137W	chrIV	730251	730379	129	Nagalakshmi_2008
YDR139C	chrIV	733445	733618	174	Miura_2006
YDR140W	chrIV	734804	734851	48	Nagalakshmi_2008
YDR144C	chrIV	744229	744311	83	Xu_2009
YDR148C	chrIV	753492	753675	184	Miura_2006
YDR152W	chrIV	766504	766545	42	Xu_2009
YDR153C	chrIV	766627	766736	110	Xu_2009
YDR155C	chrIV	768406	768512	107	Miura_2006
YDR156W	chrIV	769939	770068	130	Miura_2006
YDR158W	chrIV	771455	771577	123	Nagalakshmi_2008
YDR161W	chrIV	780207	780288	82	Nagalakshmi_2008
YDR165W	chrIV	786206	786293	88	Nagalakshmi_2008
YDR167W	chrIV	790070	790182	113	Xu_2009
YDR168W	chrIV	791849	791954	106	Nagalakshmi_2008
YDR171W	chrIV	807749	807832	84	Nagalakshmi_2008
YDR172W	chrIV	810382	810557	176	Nagalakshmi_2008
YDR174W	chrIV	812851	813034	184	Xu_2009
YDR175C	chrIV	813017	813193	177	Miura_2006
YDR176W	chrIV	816561	816665	105	Nagalakshmi_2008
YDR177W	chrIV	817526	817636	111	Yassour_2009
YDR178W	chrIV	818496	818698	203	Miura_2006
YDR179C	chrIV	818599	818708	110	Zhang_2005
YDR179W-A	chrIV	820825	820913	89	Xu_2009
YDR188W	chrIV	838062	838224	163	Nagalakshmi_2008
YDR189W	chrIV	840393	840494	102	Xu_2009
YDR190C	chrIV	840475	840604	130	Nagalakshmi_2008
YDR194C	chrIV	845818	845952	135	Yassour_2009
YDR196C	chrIV	850200	850274	75	Zhang_2005
YDR197W	chrIV	852398	852499	102	Xu_2009
YDR201W	chrIV	856815	856891	77	Nagalakshmi_2008
YDR202C	chrIV	856846	856898	53	Zhang_2005
YDR204W	chrIV	859145	859276	132	Yassour_2009
YDR208W	chrIV	870564	870679	116	Nagalakshmi_2008
YDR210W	chrIV	871302	871707	406	Miura_2006
YDR212W	chrIV	888912	888994	83	Xu_2009
YDR214W	chrIV	893928	894017	90	Nagalakshmi_2008
YDR219C	chrIV	905262	905455	194	Miura_2006
YDR224C	chrIV	914191	914317	127	Miura_2006
YDR225W	chrIV	915929	916117	189	Miura_2006
YDR226W	chrIV	917155	917289	135	Xu_2009
YDR229W	chrIV	926147	926200	54	Nagalakshmi_2008
YDR232W	chrIV	929099	929273	175	Nagalakshmi_2008
YDR233C	chrIV	929347	929470	124	Zhang_2005
YDR234W	chrIV	933211	933326	116	Nagalakshmi_2008
YDR235W	chrIV	935139	935221	83	Nagalakshmi_2008
YDR237W	chrIV	937494	937656	163	Xu_2009
YDR238C	chrIV	937647	937895	249	Zhang_2005
YDR239C	chrIV	940978	941057	80	Nagalakshmi_2008
YDR242W	chrIV	948457	948601	145	Nagalakshmi_2008
YDR244W	chrIV	952402	952568	167	Yassour_2009
YDR245W	chrIV	953982	954124	143	Nagalakshmi_2008
YDR246W	chrIV	954948	955101	154	Nagalakshmi_2008
YDR247W	chrIV	957399	957788	390	Nagalakshmi_2008
YDR251W	chrIV	963107	963241	135	Nagalakshmi_2008
YDR252W	chrIV	963862	964452	591	Nagalakshmi_2008
YDR254W	chrIV	966490	966574	85	Nagalakshmi_2008
YDR260C	chrIV	976318	976717	400	Miura_2006
YDR262W	chrIV	993953	994148	196	Nagalakshmi_2008
YDR264C	chrIV	995788	996029	242	Nagalakshmi_2008
YDR265W	chrIV	999878	1000056	179	Nagalakshmi_2008
YDR267C	chrIV	1002373	1002510	138	Nagalakshmi_2008
YDR268W	chrIV	1005144	1005246	103	Nagalakshmi_2008
YDR272W	chrIV	1009835	1009902	68	Xu_2009
YDR276C	chrIV	1013204	1013476	273	Miura_2006
YDR277C	chrIV	1014201	1014401	201	Miura_2006
YDR281C	chrIV	1021706	1022007	302	Miura_2006
YDR284C	chrIV	1030488	1030550	63	Zhang_2005
YDR286C	chrIV	1035146	1035231	86	Nagalakshmi_2008
YDR288W	chrIV	1038107	1038201	95	Nagalakshmi_2008
YDR294C	chrIV	1050430	1050459	30	Nagalakshmi_2008
YDR295C	chrIV	1052543	1052623	81	Xu_2009
YDR296W	chrIV	1055893	1055966	74	Nagalakshmi_2008
YDR297W	chrIV	1057601	1057763	163	Nagalakshmi_2008
YDR298C	chrIV	1058005	1058176	172	Miura_2006
YDR299W	chrIV	1061232	1061325	94	Nagalakshmi_2008
YDR300C	chrIV	1061380	1061505	126	Yassour_2009
YDR302W	chrIV	1068391	1068481	91	Xu_2009
YDR304C	chrIV	1071809	1071880	72	Nagalakshmi_2008
YDR306C	chrIV	1073661	1073735	75	Xu_2009
YDR307W	chrIV	1077854	1077994	141	Nagalakshmi_2008
YDR308C	chrIV	1077878	1078027	150	Nagalakshmi_2008
YDR309C	chrIV	1079032	1079048	17	Nagalakshmi_2008
YDR320C	chrIV	1106005	1106095	91	Nagalakshmi_2008
YDR320C-A	chrIV	1108181	1108280	100	Miura_2006
YDR321W	chrIV	1109848	1109960	113	Xu_2009
YDR322C-A	chrIV	1111779	1112003	225	Zhang_2005
YDR322W	chrIV	1111693	1111786	94	Nagalakshmi_2008
YDR323C	chrIV	1112334	1112480	147	Xu_2009
YDR328C	chrIV	1125181	1125434	254	Miura_2006
YDR329C	chrIV	1126191	1126270	80	Miura_2006
YDR330W	chrIV	1129375	1129454	80	Nagalakshmi_2008
YDR332W	chrIV	1133071	1133125	55	Xu_2009
YDR336W	chrIV	1146037	1146097	61	Xu_2009
YDR337W	chrIV	1147180	1147231	52	Nagalakshmi_2008
YDR338C	chrIV	1147256	1147379	124	Xu_2009
YDR339C	chrIV	1149826	1149951	126	Miura_2006
YDR341C	chrIV	1151621	1151803	183	Zhang_2005
YDR342C	chrIV	1154075	1154216	142	Miura_2006
YDR345C	chrIV	1162792	1162957	166	Xu_2009
YDR346C	chrIV	1167117	1167214	98	Nagalakshmi_2008
YDR347W	chrIV	1170144	1170254	111	Nagalakshmi_2008
YDR348C	chrIV	1170170	1170326	157	Miura_2006
YDR349C	chrIV	1172292	1172386	95	Zhang_2005
YDR352W	chrIV	1182755	1182956	202	Xu_2009
YDR353W	chrIV	1184259	1184519	261	Yassour_2009
YDR354W	chrIV	1185890	1185958	69	Xu_2009
YDR357C	chrIV	1189113	1189199	87	Miura_2006
YDR358W	chrIV	1191733	1191893	161	Nagalakshmi_2008
YDR361C	chrIV	1195162	1195412	251	Xu_2009
YDR362C	chrIV	1196533	1196679	147	Nagalakshmi_2008
YDR363W-A	chrIV	1202398	1202650	253	Miura_2006
YDR364C	chrIV	1202434	1202843	410	Xu_2009
YDR365C	chrIV	1204430	1204497	68	Zhang_2005
YDR367W	chrIV	1213615	1213640	26	Nagalakshmi_2008
YDR368W	chrIV	1214843	1215009	167	Nagalakshmi_2008
YDR370C	chrIV	1217711	1217782	72	Xu_2009
YDR371W	chrIV	1220949	1221056	108	Xu_2009
YDR372C	chrIV	1220970	1221112	143	Miura_2006
YDR374W-A	chrIV	1225027	1225274	248	Miura_2006
YDR376W	chrIV	1228304	1228338	35	Nagalakshmi_2008
YDR377W	chrIV	1228917	1229327	411	Xu_2009
YDR378C	chrIV	1229101	1229349	249	Miura_2006
YDR379C-A	chrIV	1233125	1233278	154	Miura_2006
YDR379W	chrIV	1233197	1233251	55	Nagalakshmi_2008
YDR380W	chrIV	1236126	1236253	128	Xu_2009
YDR381C-A	chrIV	1238195	1238312	118	Miura_2006
YDR381W	chrIV	1238005	1238313	309	Miura_2006
YDR382W	chrIV	1239825	1239990	166	Miura_2006
YDR384C	chrIV	1241049	1241204	156	Miura_2006
YDR385W	chrIV	1245759	1245925	167	Xu_2009
YDR386W	chrIV	1247983	1248091	109	Xu_2009
YDR387C	chrIV	1248022	1248154	133	Miura_2006
YDR388W	chrIV	1251635	1251760	126	Nagalakshmi_2008
YDR390C	chrIV	1254886	1254937	52	Nagalakshmi_2008
YDR391C	chrIV	1257285	1257358	74	Miura_2006
YDR392W	chrIV	1259710	1259839	130	Nagalakshmi_2008
YDR394W	chrIV	1262968	1263060	93	Yassour_2009
YDR397C	chrIV	1266201	1266366	166	Xu_2009
YDR398W	chrIV	1269403	1269524	122	Xu_2009
YDR399W	chrIV	1270734	1270846	113	Nagalakshmi_2008
YDR405W	chrIV	1278438	1278586	149	Yassour_2009
YDR408C	chrIV	1288080	1288215	136	Miura_2006
YDR412W	chrIV	1295401	1295559	159	Xu_2009
YDR415C	chrIV	1296996	1297037	42	Miura_2006
YDR416W	chrIV	1301012	1301077	66	Yassour_2009
YDR418W	chrIV	1302114	1302231	118	Xu_2009
YDR424C	chrIV	1319339	1319387	49	Nagalakshmi_2008
YDR427W	chrIV	1323387	1323483	97	Nagalakshmi_2008
YDR429C	chrIV	1324353	1324477	125	Nagalakshmi_2008
YDR434W	chrIV	1332842	1332956	115	Nagalakshmi_2008
YDR435C	chrIV	1332846	1332983	138	Miura_2006
YDR440W	chrIV	1344242	1344321	80	Nagalakshmi_2008
YDR447C	chrIV	1354690	1354829	140	Miura_2006
YDR449C	chrIV	1357517	1357580	64	Miura_2006
YDR450W	chrIV	1360799	1360927	129	Miura_2006
YDR451C	chrIV	1360922	1361120	199	Xu_2009
YDR452W	chrIV	1364903	1365053	151	Xu_2009
YDR453C	chrIV	1364960	1365072	113	Miura_2006
YDR454C	chrIV	1366162	1366264	103	Miura_2006
YDR456W	chrIV	1369387	1369459	73	Nagalakshmi_2008
YDR458C	chrIV	1379882	1380055	174	Xu_2009
YDR461C-A	chrIV	1385345	1385524	180	Miura_2006
YDR461W	chrIV	1385287	1385434	148	Miura_2006
YDR462W	chrIV	1386517	1386644	128	Miura_2006
YDR463W	chrIV	1388376	1388568	193	Yassour_2009
YDR465C	chrIV	1393201	1393336	136	Xu_2009
YDR466W	chrIV	1397818	1398067	250	Xu_2009
YDR468C	chrIV	1397923	1398026	104	Miura_2006
YDR469W	chrIV	1399543	1399609	67	Nagalakshmi_2008
YDR471W	chrIV	1402565	1402791	227	Miura_2006
YDR472W	chrIV	1404174	1404297	124	Nagalakshmi_2008
YDR476C	chrIV	1410272	1410453	182	Nagalakshmi_2008
YDR477W	chrIV	1414275	1414411	137	Yassour_2009
YDR478W	chrIV	1415172	1415237	66	Nagalakshmi_2008
YDR479C	chrIV	1415145	1415210	66	Xu_2009
YDR482C	chrIV	1420261	1420431	171	Zhang_2005
YDR483W	chrIV	1422486	1422637	152	Yassour_2009
YDR486C	chrIV	1427310	1427431	122	Xu_2009
YDR487C	chrIV	1428272	1428354	83	Nagalakshmi_2008
YDR493W	chrIV	1436589	1436700	112	Xu_2009
YDR494W	chrIV	1438016	1438092	77	Nagalakshmi_2008
YDR496C	chrIV	1441388	1441433	46	Zhang_2005
YDR497C	chrIV	1443630	1443713	84	Zhang_2005
YDR498C	chrIV	1445768	1445843	76	Nagalakshmi_2008
YDR500C	chrIV	1450105	1450198	94	Miura_2006
YDR503C	chrIV	1454884	1455042	159	Zhang_2005
YDR508C	chrIV	1466219	1466453	235	Miura_2006
YDR510W	chrIV	1469706	1469900	195	Miura_2006
YDR511W	chrIV	1470419	1470501	83	Miura_2006
YDR513W	chrIV	1471449	1471556	108	Miura_2006
YDR514C	chrIV	1471468	1471548	81	Nagalakshmi_2008
YDR515W	chrIV	1474773	1474883	111	Yassour_2009
YDR516C	chrIV	1474874	1474974	101	Miura_2006
YDR517W	chrIV	1478358	1478465	108	Nagalakshmi_2008
YDR518W	chrIV	1480162	1480216	55	Xu_2009
YDR519W	chrIV	1480833	1481057	225	Nagalakshmi_2008
YDR524C-B	chrIV	1489262	1489598	337	Miura_2006
YDR525W-A	chrIV	1490836	1491076	241	Miura_2006
YDR528W	chrIV	1495858	1495961	104	Nagalakshmi_2008
YDR529C	chrIV	1495927	1496165	239	Miura_2006
YDR531W	chrIV	1499336	1499419	84	Nagalakshmi_2008
YDR533C	chrIV	1501268	1501447	180	Miura_2006
YEL002C	chrV	148599	148722	124	Miura_2006
YEL003W	chrV	148600	148723	124	Miura_2006
YEL005C	chrV	145835	145907	73	Miura_2006
YEL006W	chrV	145335	145520	186	Nagalakshmi_2008
YEL009C	chrV	138829	138918	90	Miura_2006
YEL011W	chrV	135235	135368	134	Yassour_2009
YEL012W	chrV	132552	132660	109	Nagalakshmi_2008
YEL015W	chrV	128285	128338	54	Nagalakshmi_2008
YEL016C	chrV	124651	124737	87	Xu_2009
YEL017C-A	chrV	122299	122798	500	Miura_2006
YEL017W	chrV	124671	124761	91	Nagalakshmi_2008
YEL018W	chrV	122311	122397	87	Nagalakshmi_2008
YEL020W-A	chrV	117475	117592	118	Miura_2006
YEL021W	chrV	116971	117051	81	Xu_2009
YEL022W	chrV	115801	115874	74	Xu_2009
YEL024W	chrV	107908	108314	407	Nagalakshmi_2008
YEL026W	chrV	102324	102437	114	Miura_2006
YEL027W	chrV	101252	101514	263	Xu_2009
YEL031W	chrV	93906	94017	112	Xu_2009
YEL034W	chrV	86150	86381	232	Miura_2006
YEL036C	chrV	82972	83050	79	Zhang_2005
YEL038W	chrV	81146	81202	57	Nagalakshmi_2008
YEL039C	chrV	79526	79636	111	Miura_2006
YEL040W	chrV	79457	79586	130	Xu_2009
YEL042W	chrV	75328	75476	149	Xu_2009
YEL044W	chrV	70258	70382	125	Xu_2009
YEL046C	chrV	67065	67629	565	Miura_2006
YEL050C	chrV	59495	59670	176	Miura_2006
YEL051W	chrV	59149	59296	148	Xu_2009
YEL052W	chrV	58101	58159	59	Nagalakshmi_2008
YEL054C	chrV	52487	52721	235	Miura_2006
YEL057C	chrV	44889	45020	132	Miura_2006
YEL058W	chrV	44926	44999	74	Nagalakshmi_2008
YEL059C-A	chrV	42348	42400	53	Xu_2009
YEL064C	chrV	29689	29797	109	Yassour_2009
YEL065W	chrV	29544	29623	80	Nagalakshmi_2008
YEL071W	chrV	17846	17967	122	Yassour_2009
YER001W	chrV	155809	156098	290	Nagalakshmi_2008
YER002W	chrV	157499	157597	99	Xu_2009
YER003C	chrV	157678	157736	59	Miura_2006
YER004W	chrV	160276	160514	239	Nagalakshmi_2008
YER006W	chrV	164286	164385	100	Xu_2009
YER007C-A	chrV	166070	166237	168	Xu_2009
YER009W	chrV	172493	172672	180	Miura_2006
YER012W	chrV	178432	178577	146	Xu_2009
YER015W	chrV	186776	187028	253	Nagalakshmi_2008
YER019C-A	chrV	194197	194273	77	Miura_2006
YER023W	chrV	201937	202083	147	Xu_2009
YER025W	chrV	206835	207097	263	Nagalakshmi_2008
YER026C	chrV	207516	207644	129	Nagalakshmi_2008
YER027C	chrV	208750	208979	230	Miura_2006
YER029C	chrV	212495	212587	93	Nagalakshmi_2008
YER030W	chrV	213899	214029	131	Miura_2006
YER031C	chrV	213904	214076	173	Miura_2006
YER035W	chrV	223077	223248	172	Miura_2006
YER036C	chrV	223274	223367	94	Xu_2009
YER037W	chrV	226855	227074	220	Miura_2006
YER040W	chrV	231988	232243	256	Nagalakshmi_2008
YER042W	chrV	235492	235654	163	Nagalakshmi_2008
YER043C	chrV	235553	235770	218	Miura_2006
YER044C	chrV	237446	237570	125	Nagalakshmi_2008
YER045C	chrV	239919	240032	114	Xu_2009
YER046W	chrV	243612	243665	54	Miura_2006
YER048C	chrV	246862	246982	121	Miura_2006
YER048W-A	chrV	251003	251336	334	Nagalakshmi_2008
YER050C	chrV	253810	253971	162	Miura_2006
YER052C	chrV	256215	256375	161	Nagalakshmi_2008
YER053C	chrV	258558	258737	180	Zhang_2005
YER053C-A	chrV	260554	260933	380	Miura_2006
YER056C	chrV	266351	266512	162	Nagalakshmi_2008
YER056C-A	chrV	269299	269423	125	Miura_2006
YER057C	chrV	270645	270737	93	Miura_2006
YER058W	chrV	272092	272226	135	Miura_2006
YER059W	chrV	273887	273958	72	Nagalakshmi_2008
YER062C	chrV	279849	279930	82	Miura_2006
YER063W	chrV	282367	282512	146	Nagalakshmi_2008
YER064C	chrV	282438	282705	268	Nagalakshmi_2008
YER067W	chrV	292552	292664	113	Miura_2006
YER069W	chrV	298002	298146	145	Xu_2009
YER070W	chrV	301617	301822	206	Nagalakshmi_2008
YER071C	chrV	301725	301947	223	Xu_2009
YER072W	chrV	303196	303349	154	Xu_2009
YER074W	chrV	307197	307322	126	Miura_2006
YER074W-A	chrV	308124	308365	242	Miura_2006
YER075C	chrV	308295	308413	119	Xu_2009
YER079W	chrV	319553	319814	262	Miura_2006
YER080W	chrV	321847	321926	80	Nagalakshmi_2008
YER082C	chrV	324197	324272	76	Xu_2009
YER086W	chrV	330208	330346	139	Nagalakshmi_2008
YER087C-B	chrV	332338	332582	245	Nagalakshmi_2008
YER087W	chrV	332307	332374	68	Nagalakshmi_2008
YER089C	chrV	335892	335946	55	Miura_2006
YER090W	chrV	339473	339598	126	Xu_2009
YER092W	chrV	343233	343487	255	Xu_2009
YER094C	chrV	348576	348729	154	Miura_2006
YER095W	chrV	351183	351410	228	Nagalakshmi_2008
YER099C	chrV	358021	358105	85	Miura_2006
YER100W	chrV	360315	360406	92	Nagalakshmi_2008
YER102W	chrV	363703	363852	150	Xu_2009
YER103W	chrV	366518	366651	134	Yassour_2009
YER104W	chrV	367429	367808	380	Nagalakshmi_2008
YER110C	chrV	378640	378762	123	Xu_2009
YER112W	chrV	387796	387888	93	Miura_2006
YER115C	chrV	394192	394292	101	Miura_2006
YER117W	chrV	397654	397826	173	Xu_2009
YER118C	chrV	397795	397952	158	Nagalakshmi_2008
YER120W	chrV	401870	402043	174	Xu_2009
YER121W	chrV	402720	402835	116	Miura_2006
YER122C	chrV	402719	402871	153	Nagalakshmi_2008
YER123W	chrV	406388	406809	422	Nagalakshmi_2008
YER124C	chrV	407090	407342	253	Xu_2009
YER125W	chrV	412619	413011	393	Xu_2009
YER126C	chrV	413270	413394	125	Nagalakshmi_2008
YER127W	chrV	415555	415640	86	Nagalakshmi_2008
YER128W	chrV	416471	416602	132	Xu_2009
YER131W	chrV	424312	424459	148	Nagalakshmi_2008
YER133W	chrV	433959	434185	227	Nagalakshmi_2008
YER134C	chrV	437050	437267	218	Miura_2006
YER136W	chrV	440972	441300	329	Nagalakshmi_2008
YER143W	chrV	457606	457807	202	Xu_2009
YER145C	chrV	460374	460526	153	Nagalakshmi_2008
YER146W	chrV	462867	462958	92	Miura_2006
YER147C	chrV	462864	462968	105	Zhang_2005
YER148W	chrV	466026	466214	189	Nagalakshmi_2008
YER150W	chrV	468817	468981	165	Miura_2006
YER151C	chrV	469618	469686	69	Nagalakshmi_2008
YER154W	chrV	476229	476293	65	Nagalakshmi_2008
YER156C	chrV	483219	483325	107	Xu_2009
YER159C	chrV	491384	491530	147	Zhang_2005
YER162C	chrV	500565	500630	66	Xu_2009
YER165W	chrV	512107	512326	220	Yassour_2009
YER168C	chrV	520984	521029	46	Nagalakshmi_2008
YER170W	chrV	526652	526999	348	Nagalakshmi_2008
YER175C	chrV	539308	539464	157	Miura_2006
YER177W	chrV	546415	546604	190	Xu_2009
YER178W	chrV	548080	548213	134	Nagalakshmi_2008
YER182W	chrV	553260	553357	98	Nagalakshmi_2008
YER183C	chrV	553259	553334	76	Miura_2006
YFL001W	chrVI	148460	148491	32	Yassour_2009
YFL002C	chrVI	144977	145114	138	Xu_2009
YFL004W	chrVI	134297	134428	132	Yassour_2009
YFL005W	chrVI	130982	131203	222	Xu_2009
YFL008W	chrVI	123107	123209	103	Yassour_2009
YFL009W	chrVI	118485	118569	85	Nagalakshmi_2008
YFL010C	chrVI	114953	115108	156	Nagalakshmi_2008
YFL012W	chrVI	111094	111252	159	Miura_2006
YFL014W	chrVI	107586	107795	210	Miura_2006
YFL016C	chrVI	104618	104701	84	Xu_2009
YFL017C	chrVI	103804	103983	180	Miura_2006
YFL017W-A	chrVI	103933	104010	78	Miura_2006
YFL018C	chrVI	101557	101628	72	Miura_2006
YFL022C	chrVI	93398	93499	102	Yassour_2009
YFL023W	chrVI	93377	93472	96	Nagalakshmi_2008
YFL027C	chrVI	80372	80419	48	Xu_2009
YFL028C	chrVI	79291	79344	54	Nagalakshmi_2008
YFL030W	chrVI	77989	78076	88	Nagalakshmi_2008
YFL031W	chrVI	76148	76561	414	Nagalakshmi_2008
YFL034C-A	chrVI	64174	64243	70	Miura_2006
YFL034C-B	chrVI	62844	63016	173	Zhang_2005
YFL037W	chrVI	57710	57934	225	Nagalakshmi_2008
YFL038C	chrVI	55249	55366	118	Miura_2006
YFL039C	chrVI	53004	53260	257	Miura_2006
YFL041W	chrVI	51008	51181	174	Nagalakshmi_2008
YFL042C	chrVI	45660	45720	61	Nagalakshmi_2008
YFL044C	chrVI	44465	44655	191	Miura_2006
YFL045C	chrVI	43471	43628	158	Yassour_2009
YFL046W	chrVI	43439	43592	154	Xu_2009
YFL048C	chrVI	38705	38843	139	Xu_2009
YFL049W	chrVI	38675	38816	142	Nagalakshmi_2008
YFR001W	chrVI	149725	149820	96	Xu_2009
YFR002W	chrVI	152536	152620	85	Nagalakshmi_2008
YFR003C	chrVI	152527	152657	131	Miura_2006
YFR004W	chrVI	154314	154371	58	Nagalakshmi_2008
YFR006W	chrVI	157753	157861	109	Yassour_2009
YFR007W	chrVI	160361	160426	66	Xu_2009
YFR011C	chrVI	166604	166746	143	Miura_2006
YFR013W	chrVI	172286	172401	116	Xu_2009
YFR014C	chrVI	172335	172537	203	Zhang_2005
YFR015C	chrVI	174133	174265	133	Nagalakshmi_2008
YFR016C	chrVI	176992	177042	51	Xu_2009
YFR017C	chrVI	182159	182274	116	Miura_2006
YFR021W	chrVI	196315	196421	107	Yassour_2009
YFR024C-A	chrVI	201702	201960	259	Nagalakshmi_2008
YFR025C	chrVI	203619	203743	125	Yassour_2009
YFR026C	chrVI	205650	205748	99	Yassour_2009
YFR030W	chrVI	216420	216470	51	Xu_2009
YFR031C-A	chrVI	220376	220507	132	Miura_2006
YFR032C-A	chrVI	223156	223258	103	Miura_2006
YFR033C	chrVI	224186	224326	141	Miura_2006
YFR036W	chrVI	227338	227478	141	Miura_2006
YFR037C	chrVI	227353	227513	161	Nagalakshmi_2008
YFR038W	chrVI	231942	232029	88	Nagalakshmi_2008
YFR042W	chrVI	239061	239167	107	Nagalakshmi_2008
YFR045W	chrVI	243000	243103	104	Nagalakshmi_2008
YFR048W	chrVI	248135	248177	43	Yassour_2009
YFR049W	chrVI	248895	249023	129	Miura_2006
YFR050C	chrVI	248897	249066	170	Miura_2006
YFR051C	chrVI	250091	250163	73	Zhang_2005
YFR052W	chrVI	253330	253536	207	Nagalakshmi_2008
YFR053C	chrVI	253442	253592	151	Miura_2006
YFR055W	chrVI	265227	265704	478	Xu_2009
YGL002W	chrVII	495168	495329	162	Nagalakshmi_2008
YGL008C	chrVII	479386	479910	525	Xu_2009
YGL009C	chrVII	476153	476313	161	Nagalakshmi_2008
YGL010W	chrVII	476070	476243	174	Miura_2006
YGL011C	chrVII	474352	474489	138	Miura_2006
YGL012W	chrVII	474277	474379	103	Nagalakshmi_2008
YGL017W	chrVII	461366	461496	131	Xu_2009
YGL018C	chrVII	458999	459110	112	Xu_2009
YGL019W	chrVII	458993	459072	80	Xu_2009
YGL020C	chrVII	457076	457163	88	Nagalakshmi_2008
YGL022W	chrVII	454561	454642	82	Nagalakshmi_2008
YGL028C	chrVII	441008	441281	274	Miura_2006
YGL030W	chrVII	439639	439769	131	Miura_2006
YGL031C	chrVII	437336	437467	132	Miura_2006
YGL032C	chrVII	436471	436570	100	Nagalakshmi_2008
YGL037C	chrVII	427157	427297	141	Miura_2006
YGL038C	chrVII	425073	425362	290	Miura_2006
YGL039W	chrVII	425008	425124	117	Xu_2009
YGL040C	chrVII	419321	419527	207	Nagalakshmi_2008
YGL041W-A	chrVII	419290	419460	171	Miura_2006
YGL043W	chrVII	418413	418656	244	Xu_2009
YGL045W	chrVII	415731	415930	200	Nagalakshmi_2008
YGL047W	chrVII	412161	412199	39	Xu_2009
YGL048C	chrVII	409984	410069	86	Miura_2006
YGL049C	chrVII	406770	406860	91	Xu_2009
YGL054C	chrVII	400731	400871	141	Miura_2006
YGL055W	chrVII	400161	400384	224	Nagalakshmi_2008
YGL058W	chrVII	394505	394727	223	Nagalakshmi_2008
YGL059W	chrVII	393699	393744	46	Nagalakshmi_2008
YGL060W	chrVII	391991	392087	97	Xu_2009
YGL061C	chrVII	388801	388968	168	Nagalakshmi_2008
YGL065C	chrVII	379726	379760	35	Xu_2009
YGL067W	chrVII	377256	377278	23	Nagalakshmi_2008
YGL068W	chrVII	375672	375847	176	Xu_2009
YGL076C	chrVII	364246	364335	90	Miura_2006
YGL078C	chrVII	360084	360288	205	Miura_2006
YGL079W	chrVII	360101	360242	142	Nagalakshmi_2008
YGL080W	chrVII	359029	359294	266	Miura_2006
YGL082W	chrVII	356973	357165	193	Yassour_2009
YGL083W	chrVII	355473	355619	147	Yassour_2009
YGL084C	chrVII	350512	350616	105	Xu_2009
YGL087C	chrVII	346278	346406	129	Miura_2006
YGL093W	chrVII	337640	337677	38	Nagalakshmi_2008
YGL095C	chrVII	328806	328874	69	Xu_2009
YGL097W	chrVII	323231	323346	116	Xu_2009
YGL099W	chrVII	316554	316595	42	Nagalakshmi_2008
YGL100W	chrVII	314284	314371	88	Nagalakshmi_2008
YGL101W	chrVII	312841	313091	251	Nagalakshmi_2008
YGL103W	chrVII	311928	312021	94	Miura_2006
YGL104C	chrVII	308577	308713	137	Xu_2009
YGL105W	chrVII	308568	308690	123	Xu_2009
YGL106W	chrVII	307010	307144	135	Xu_2009
YGL107C	chrVII	304242	304333	92	Nagalakshmi_2008
YGL111W	chrVII	301370	301538	169	Xu_2009
YGL112C	chrVII	298061	298178	118	Yassour_2009
YGL113W	chrVII	297939	298179	241	Xu_2009
YGL115W	chrVII	293002	293082	81	Nagalakshmi_2008
YGL116W	chrVII	291642	291739	98	Yassour_2009
YGL117W	chrVII	289310	289395	86	Nagalakshmi_2008
YGL119W	chrVII	285948	286094	147	Yassour_2009
YGL120C	chrVII	281516	281634	119	Nagalakshmi_2008
YGL121C	chrVII	280601	280777	177	Miura_2006
YGL123W	chrVII	278382	278470	89	Nagalakshmi_2008
YGL130W	chrVII	267525	267671	147	Xu_2009
YGL134W	chrVII	256965	257016	52	Nagalakshmi_2008
YGL135W	chrVII	255295	255408	114	Xu_2009
YGL137W	chrVII	252739	252929	191	Nagalakshmi_2008
YGL142C	chrVII	236122	236269	148	Xu_2009
YGL145W	chrVII	232349	232368	20	Nagalakshmi_2008
YGL147C	chrVII	227635	227754	120	Miura_2006
YGL148W	chrVII	227530	227633	104	Nagalakshmi_2008
YGL151W	chrVII	220923	221013	91	Nagalakshmi_2008
YGL155W	chrVII	215212	215407	196	Nagalakshmi_2008
YGL157W	chrVII	210050	210135	86	Nagalakshmi_2008
YGL160W	chrVII	202274	202407	134	Nagalakshmi_2008
YGL161C	chrVII	199081	199210	130	Xu_2009
YGL162W	chrVII	199038	199143	106	Nagalakshmi_2008
YGL166W	chrVII	191807	191970	164	Nagalakshmi_2008
YGL169W	chrVII	187340	187548	209	Nagalakshmi_2008
YGL171W	chrVII	184085	184174	90	Xu_2009
YGL172W	chrVII	182119	182211	93	Nagalakshmi_2008
YGL181W	chrVII	159097	159210	114	Nagalakshmi_2008
YGL186C	chrVII	150996	151037	42	Miura_2006
YGL187C	chrVII	149460	149704	245	Miura_2006
YGL191W	chrVII	145198	145452	255	Miura_2006
YGL192W	chrVII	144049	144102	54	Xu_2009
YGL194C-A	chrVII	139571	139719	149	Miura_2006
YGL196W	chrVII	131170	131279	110	Xu_2009
YGL198W	chrVII	124299	124347	49	Nagalakshmi_2008
YGL200C	chrVII	122613	122694	82	Nagalakshmi_2008
YGL201C	chrVII	117670	117854	185	Xu_2009
