gene	chr	5utr_start	5utr_end	length	source
YDR167W	chrIV	789418	789449	32	Miura_2006
YDR168W	chrIV	790264	790328	65	Miura_2006
YDR171W	chrIV	806536	806621	86	Miura_2006
YDR172W	chrIV	808265	808324	60	Xu_2009
YDR174W	chrIV	812080	812110	31	Miura_2006
YDR175C	chrIV	814153	814207	55	Xu_2009
YDR176W	chrIV	814418	814452	35	Nagalakshmi_2008
YDR177W	chrIV	816763	816878	116	Miura_2006
YDR178W	chrIV	817765	817950	186	Nagalakshmi_2008
YDR179C	chrIV	819197	819204	8	Nagalakshmi_2008
YDR179W-A	chrIV	819333	819433	101	Xu_2009
YDR188W	chrIV	836355	836421	67	Miura_2006
YDR189W	chrIV	838351	838392	42	Nagalakshmi_2008
YDR190C	chrIV	841996	842041	46	Xu_2009
YDR194C	chrIV	847947	847961	15	Nagalakshmi_2008
YDR196C	chrIV	851000	851044	45	Nagalakshmi_2008
YDR197W	chrIV	851196	851228	33	Nagalakshmi_2008
YDR201W	chrIV	856271	856317	47	Zhang_2005
YDR202C	chrIV	857954	857992	39	Nagalakshmi_2008
YDR204W	chrIV	858116	858137	22	Miura_2006
YDR208W	chrIV	868061	868224	164	Miura_2006
YDR210W	chrIV	871028	871074	47	Zhang_2005
YDR212W	chrIV	887149	887232	84	Zhang_2005
YDR214W	chrIV	892744	892875	132	Miura_2006
YDR219C	chrIV	906853	907062	210	Nagalakshmi_2008
YDR224C	chrIV	914713	914842	130	Miura_2006
YDR225W	chrIV	915426	915530	105	Miura_2006
YDR226W	chrIV	916412	916486	75	Yassour_2009
YDR229W	chrIV	924693	924785	93	Nagalakshmi_2008
YDR232W	chrIV	927193	927452	260	Zhang_2005
YDR233C	chrIV	930358	930365	8	Xu_2009
YDR234W	chrIV	931010	931129	120	Xu_2009
YDR235W	chrIV	933489	933504	16	Xu_2009
YDR237W	chrIV	936466	936615	150	Xu_2009
YDR238C	chrIV	940817	940845	29	Xu_2009
YDR239C	chrIV	943421	943445	25	Yassour_2009
YDR242W	chrIV	946794	946807	14	Zhang_2005
YDR244W	chrIV	950539	950563	25	Nagalakshmi_2008
YDR245W	chrIV	952717	952800	84	Miura_2006
YDR246W	chrIV	954263	954288	26	Nagalakshmi_2008
YDR247W	chrIV	955668	956013	346	Xu_2009
YDR251W	chrIV	960309	960614	306	Zhang_2005
YDR252W	chrIV	963405	963412	8	Miura_2006
YDR254W	chrIV	965049	965113	65	Miura_2006
YDR260C	chrIV	977230	977269	40	Xu_2009
YDR262W	chrIV	993124	993134	11	Xu_2009
YDR264C	chrIV	998324	998381	58	Nagalakshmi_2008
YDR265W	chrIV	998644	998864	221	Xu_2009
YDR267C	chrIV	1003503	1003562	60	Nagalakshmi_2008
YDR268W	chrIV	1003937	1004004	68	Yassour_2009
YDR272W	chrIV	1008954	1009010	57	Xu_2009
YDR276C	chrIV	1013644	1013751	108	Miura_2006
YDR277C	chrIV	1015703	1015866	164	Xu_2009
YDR281C	chrIV	1022322	1022404	83	Miura_2006
YDR284C	chrIV	1031420	1031700	281	Nagalakshmi_2008
YDR286C	chrIV	1035576	1035615	40	Miura_2006
YDR288W	chrIV	1037147	1037195	49	Nagalakshmi_2008
YDR294C	chrIV	1052229	1052266	38	Nagalakshmi_2008
YDR295C	chrIV	1054648	1054910	263	Yassour_2009
YDR296W	chrIV	1055160	1055212	53	Nagalakshmi_2008
YDR297W	chrIV	1056434	1056551	118	Yassour_2009
YDR298C	chrIV	1058815	1058994	180	Xu_2009
YDR299W	chrIV	1059568	1059627	60	Yassour_2009
YDR300C	chrIV	1062792	1062866	75	Nagalakshmi_2008
YDR302W	chrIV	1067676	1067731	56	Xu_2009
YDR304C	chrIV	1072558	1072607	50	Yassour_2009
YDR306C	chrIV	1075172	1075223	52	Nagalakshmi_2008
YDR307W	chrIV	1075798	1075865	68	Nagalakshmi_2008
YDR308C	chrIV	1078450	1078508	59	Nagalakshmi_2008
YDR309C	chrIV	1080200	1080313	114	Nagalakshmi_2008
YDR320C	chrIV	1108102	1108165	64	Nagalakshmi_2008
YDR320C-A	chrIV	1108499	1108530	32	Miura_2006
YDR321W	chrIV	1108662	1108702	41	Xu_2009
YDR322C-A	chrIV	1112294	1112342	49	Nagalakshmi_2008
YDR322W	chrIV	1110564	1110589	26	Yassour_2009
YDR323C	chrIV	1114028	1114057	30	Xu_2009
YDR328C	chrIV	1126019	1126085	67	Nagalakshmi_2008
YDR329C	chrIV	1127596	1127630	35	Yassour_2009
YDR330W	chrIV	1127814	1127872	59	Xu_2009
YDR332W	chrIV	1130970	1131001	32	Xu_2009
YDR336W	chrIV	1145086	1145092	7	Xu_2009
YDR337W	chrIV	1146247	1146319	73	Yassour_2009
YDR338C	chrIV	1149467	1149530	64	Xu_2009
YDR339C	chrIV	1150521	1150560	40	Miura_2006
YDR341C	chrIV	1153627	1153704	78	Nagalakshmi_2008
YDR342C	chrIV	1155929	1156024	96	Miura_2006
YDR345C	chrIV	1164661	1164697	37	Nagalakshmi_2008
YDR346C	chrIV	1168660	1168816	157	Yassour_2009
YDR347W	chrIV	1169088	1169178	91	Nagalakshmi_2008
YDR348C	chrIV	1171826	1172024	199	Nagalakshmi_2008
YDR349C	chrIV	1174177	1174281	105	Nagalakshmi_2008
YDR352W	chrIV	1181614	1181801	188	Yassour_2009
YDR353W	chrIV	1183215	1183299	85	Miura_2006
YDR354W	chrIV	1184635	1184747	113	Xu_2009
YDR357C	chrIV	1189568	1189738	171	Nagalakshmi_2008
YDR358W	chrIV	1190000	1190059	60	Yassour_2009
YDR361C	chrIV	1196264	1196306	43	Xu_2009
YDR362C	chrIV	1198698	1198807	110	Xu_2009
YDR363W-A	chrIV	1201937	1202128	192	Miura_2006
YDR364C	chrIV	1204211	1204233	23	Xu_2009
YDR365C	chrIV	1206384	1206469	86	Nagalakshmi_2008
YDR367W	chrIV	1212780	1212848	69	Xu_2009
YDR368W	chrIV	1213820	1213904	85	Yassour_2009
YDR371W	chrIV	1219344	1219413	70	Miura_2006
YDR372C	chrIV	1222150	1222453	304	Xu_2009
YDR374W-A	chrIV	1224737	1224757	21	Miura_2006
YDR376W	chrIV	1226752	1226822	71	Xu_2009
YDR377W	chrIV	1228505	1228611	107	Miura_2006
YDR378C	chrIV	1229610	1229638	29	Miura_2006
YDR379C-A	chrIV	1233518	1233620	103	Miura_2006
YDR379W	chrIV	1230049	1230167	119	Yassour_2009
YDR380W	chrIV	1234063	1234218	156	Miura_2006
YDR381C-A	chrIV	1238851	1238851	1	Miura_2006
YDR381W	chrIV	1236434	1236558	125	Miura_2006
YDR382W	chrIV	1239371	1239492	122	Zhang_2005
YDR384C	chrIV	1242032	1242116	85	Xu_2009
YDR385W	chrIV	1243154	1243230	77	Miura_2006
YDR386W	chrIV	1246074	1246084	11	Yassour_2009
YDR387C	chrIV	1249822	1249967	146	Nagalakshmi_2008
YDR388W	chrIV	1250136	1250186	51	Yassour_2009
YDR390C	chrIV	1256848	1256890	43	Nagalakshmi_2008
YDR391C	chrIV	1258057	1258076	20	Nagalakshmi_2008
YDR392W	chrIV	1258656	1258696	41	Miura_2006
YDR394W	chrIV	1261565	1261681	117	Xu_2009
YDR397C	chrIV	1266899	1266975	77	Miura_2006
YDR398W	chrIV	1267358	1267471	114	Yassour_2009
YDR399W	chrIV	1269992	1270068	77	Miura_2006
YDR405W	chrIV	1277594	1277646	53	Miura_2006
YDR408C	chrIV	1288860	1288905	46	Xu_2009
YDR412W	chrIV	1294629	1294693	65	Xu_2009
YDR415C	chrIV	1298162	1298216	55	Xu_2009
YDR416W	chrIV	1298370	1298432	63	Nagalakshmi_2008
YDR418W	chrIV	1301554	1301616	63	Zhang_2005
YDR424C	chrIV	1319842	1319898	57	Miura_2006
YDR427W	chrIV	1322167	1322205	39	Yassour_2009
YDR429C	chrIV	1325302	1325338	37	Xu_2009
YDR434W	chrIV	1331142	1331237	96	Miura_2006
YDR435C	chrIV	1333970	1333993	24	Nagalakshmi_2008
YDR440W	chrIV	1342407	1342493	87	Xu_2009
YDR447C	chrIV	1355554	1355625	72	Miura_2006
YDR449C	chrIV	1358903	1358943	41	Yassour_2009
YDR450W	chrIV	1359829	1359923	95	Miura_2006
YDR451C	chrIV	1362182	1362234	53	Xu_2009
YDR452W	chrIV	1362719	1362878	160	Yassour_2009
YDR453C	chrIV	1365663	1365735	73	Miura_2006
YDR454C	chrIV	1366828	1366870	43	Miura_2006
YDR456W	chrIV	1367429	1367485	57	Miura_2006
YDR458C	chrIV	1382047	1382095	49	Xu_2009
YDR461C-A	chrIV	1385767	1385828	62	Miura_2006
YDR461W	chrIV	1385149	1385176	28	Zhang_2005
YDR462W	chrIV	1386020	1386073	54	Miura_2006
YDR463W	chrIV	1386777	1386816	40	Xu_2009
YDR465C	chrIV	1394575	1394636	62	Nagalakshmi_2008
YDR466W	chrIV	1395027	1395121	95	Nagalakshmi_2008
YDR468C	chrIV	1398701	1398860	160	Xu_2009
YDR469W	chrIV	1398992	1399015	24	Nagalakshmi_2008
YDR471W	chrIV	1401620	1401770	151	Yassour_2009
YDR472W	chrIV	1403214	1403322	109	Xu_2009
YDR476C	chrIV	1411128	1411137	10	Nagalakshmi_2008
YDR477W	chrIV	1412085	1412373	289	Xu_2009
YDR478W	chrIV	1414558	1414575	18	Nagalakshmi_2008
YDR479C	chrIV	1416875	1416922	48	Xu_2009
YDR482C	chrIV	1420839	1420948	110	Miura_2006
YDR483W	chrIV	1420986	1421157	172	Zhang_2005
YDR486C	chrIV	1428121	1428161	41	Nagalakshmi_2008
YDR487C	chrIV	1428981	1429038	58	Nagalakshmi_2008
YDR493W	chrIV	1436117	1436217	101	Xu_2009
YDR494W	chrIV	1436844	1436930	87	Xu_2009
YDR496C	chrIV	1443404	1443436	33	Nagalakshmi_2008
YDR497C	chrIV	1445468	1445556	89	Nagalakshmi_2008
YDR498C	chrIV	1446995	1447055	61	Xu_2009
YDR500C	chrIV	1450854	1450926	73	Miura_2006
YDR503C	chrIV	1455867	1455908	42	Nagalakshmi_2008
YDR508C	chrIV	1468445	1468494	50	Nagalakshmi_2008
YDR510W	chrIV	1469316	1469400	85	Miura_2006
YDR511W	chrIV	1469965	1470017	53	Zhang_2005
YDR513W	chrIV	1470962	1471017	56	Zhang_2005
YDR514C	chrIV	1473000	1473060	61	Xu_2009
YDR515W	chrIV	1473203	1473429	227	Miura_2006
YDR516C	chrIV	1476477	1476588	112	Nagalakshmi_2008
YDR517W	chrIV	1477152	1477239	88	Zhang_2005
YDR518W	chrIV	1478579	1478608	30	Xu_2009
YDR519W	chrIV	1480371	1480425	55	Xu_2009
YDR524C-B	chrIV	1489799	1489882	84	Miura_2006
YDR525W-A	chrIV	1490482	1490596	115	Miura_2006
YDR528W	chrIV	1494286	1494586	301	Xu_2009
YDR529C	chrIV	1496549	1496590	42	Miura_2006
YDR531W	chrIV	1498173	1498232	60	Xu_2009
YDR533C	chrIV	1502161	1502392	232	Yassour_2009
YEL002C	chrV	150015	150064	50	Nagalakshmi_2008
YEL003W	chrV	148158	148176	19	Miura_2006
YEL005C	chrV	146756	146795	40	Nagalakshmi_2008
YEL006W	chrV	144310	144327	18	Zhang_2005
YEL009C	chrV	139764	140367	604	Nagalakshmi_2008
YEL011W	chrV	133090	133120	31	Miura_2006
YEL012W	chrV	131671	131772	102	Miura_2006
YEL015W	chrV	126597	126629	33	Miura_2006
YEL016C	chrV	126219	126421	203	Xu_2009
YEL017C-A	chrV	122930	123050	121	Miura_2006
YEL017W	chrV	123628	123657	30	Miura_2006
YEL018W	chrV	121452	121471	20	Xu_2009
YEL020W-A	chrV	117143	117211	69	Xu_2009
YEL021W	chrV	116122	116167	46	Xu_2009
YEL022W	chrV	111341	111421	81	Xu_2009
YEL024W	chrV	107147	107260	114	Miura_2006
YEL026W	chrV	101759	101943	185	Miura_2006
YEL027W	chrV	100672	100769	98	Miura_2006
YEL031W	chrV	90239	90258	20	Nagalakshmi_2008
YEL034W	chrV	85558	85676	119	Miura_2006
YEL036C	chrV	84553	84697	145	Xu_2009
YEL038W	chrV	80427	80462	36	Miura_2006
YEL039C	chrV	79978	80170	193	Miura_2006
YEL040W	chrV	78015	78053	39	Nagalakshmi_2008
YEL042W	chrV	73570	73771	202	Miura_2006
YEL044W	chrV	69051	69757	707	Xu_2009
YEL046C	chrV	68793	68910	118	Nagalakshmi_2008
YEL050C	chrV	60852	60915	64	Xu_2009
YEL051W	chrV	58319	58378	60	Xu_2009
YEL052W	chrV	56537	56571	35	Xu_2009
YEL054C	chrV	53219	53294	76	Miura_2006
YEL057C	chrV	45722	45854	133	Xu_2009
YEL058W	chrV	43215	43252	38	Xu_2009
YEL059C-A	chrV	42625	42701	77	Miura_2006
YEL064C	chrV	31240	31268	29	Nagalakshmi_2008
YEL065W	chrV	27592	27657	66	Miura_2006
YEL071W	chrV	16289	16355	67	Miura_2006
YER001W	chrV	153472	153520	49	Xu_2009
YER002W	chrV	156740	156803	64	Miura_2006
YER003C	chrV	159119	159149	31	Nagalakshmi_2008
YER004W	chrV	159573	159580	8	Miura_2006
YER006W	chrV	162673	162723	51	Zhang_2005
YER007C-A	chrV	166886	166925	40	Nagalakshmi_2008
YER009W	chrV	172043	172115	73	Miura_2006
YER012W	chrV	177750	177835	86	Miura_2006
YER015W	chrV	184466	184541	76	Miura_2006
YER019C-A	chrV	194540	194927	388	Miura_2006
YER023W	chrV	201035	201076	42	Xu_2009
YER025W	chrV	205182	205251	70	Miura_2006
YER026C	chrV	208475	208565	91	Xu_2009
YER027C	chrV	210233	210349	117	Xu_2009
YER029C	chrV	213178	213248	71	Nagalakshmi_2008
YER030W	chrV	213373	213437	65	Xu_2009
YER031C	chrV	214748	214781	34	Xu_2009
YER035W	chrV	222559	222639	81	Miura_2006
YER036C	chrV	225200	225255	56	Xu_2009
YER037W	chrV	225809	225889	81	Miura_2006
YER040W	chrV	229714	229795	82	Miura_2006
YER042W	chrV	234854	234937	84	Xu_2009
YER043C	chrV	237120	237203	84	Nagalakshmi_2008
YER044C	chrV	238017	238147	131	Miura_2006
YER045C	chrV	241502	241760	259	Nagalakshmi_2008
YER046W	chrV	243078	243180	103	Nagalakshmi_2008
YER048C	chrV	248158	248264	107	Xu_2009
YER048W-A	chrV	250630	250718	89	Yassour_2009
YER050C	chrV	254388	254454	67	Miura_2006
YER052C	chrV	257959	258040	82	Xu_2009
YER053C	chrV	259640	259737	98	Xu_2009
YER053C-A	chrV	261047	261171	125	Miura_2006
YER056C	chrV	268114	268200	87	Nagalakshmi_2008
YER056C-A	chrV	270186	270222	37	Miura_2006
YER057C	chrV	271127	271199	73	Miura_2006
YER058W	chrV	271731	271768	38	Xu_2009
YER059W	chrV	272449	272624	176	Miura_2006
YER062C	chrV	280683	280748	66	Xu_2009
YER063W	chrV	281616	281710	95	Miura_2006
YER064C	chrV	284223	284312	90	Nagalakshmi_2008
YER067W	chrV	291777	292066	290	Xu_2009
YER069W	chrV	295362	295410	49	Miura_2006
YER070W	chrV	298903	298950	48	Miura_2006
YER071C	chrV	302328	302429	102	Xu_2009
YER072W	chrV	302705	302806	102	Zhang_2005
YER074W	chrV	306268	306323	56	Miura_2006
YER074W-A	chrV	307585	307653	69	Miura_2006
YER075C	chrV	311200	311372	173	Xu_2009
YER079W	chrV	318844	318920	77	Miura_2006
YER080W	chrV	319919	319963	45	Miura_2006
YER082C	chrV	325937	325990	54	Xu_2009
YER086W	chrV	328390	328477	88	Xu_2009
YER087C-B	chrV	332831	332882	52	Miura_2006
YER087W	chrV	330502	330576	75	Zhang_2005
YER089C	chrV	337341	337667	327	Nagalakshmi_2008
YER090W	chrV	337867	337949	83	Xu_2009
YER092W	chrV	342817	342855	39	Miura_2006
YER094C	chrV	349347	349563	217	Miura_2006
YER095W	chrV	349927	349980	54	Nagalakshmi_2008
YER099C	chrV	359062	359331	270	Nagalakshmi_2008
YER100W	chrV	359286	359562	277	Xu_2009
YER102W	chrV	362704	363100	397	Miura_2006
YER103W	chrV	364518	364589	72	Xu_2009
YER104W	chrV	366774	366802	29	Xu_2009
YER110C	chrV	382104	382244	141	Yassour_2009
YER112W	chrV	387132	387232	101	Miura_2006
YER115C	chrV	394868	395106	239	Miura_2006
YER117W	chrV	396668	396769	102	Yassour_2009
YER118C	chrV	399056	399253	198	Nagalakshmi_2008
YER120W	chrV	401097	401135	39	Miura_2006
YER121W	chrV	402346	402375	30	Miura_2006
YER122C	chrV	404353	404433	81	Nagalakshmi_2008
YER123W	chrV	404626	404813	188	Nagalakshmi_2008
YER124C	chrV	409064	409126	63	Yassour_2009
YER125W	chrV	409678	410189	512	Xu_2009
YER126C	chrV	414180	414214	35	Nagalakshmi_2008
YER127W	chrV	414461	414481	21	Nagalakshmi_2008
YER128W	chrV	415827	415859	33	Xu_2009
YER131W	chrV	423504	423952	449	Miura_2006
YER133W	chrV	432427	432495	69	Miura_2006
YER134C	chrV	437804	437849	46	Xu_2009
YER136W	chrV	439480	439616	137	Miura_2006
YER143W	chrV	456262	456319	58	Yassour_2009
YER145C	chrV	461741	461766	26	Xu_2009
YER146W	chrV	462540	462585	46	Miura_2006
YER147C	chrV	464843	464908	66	Miura_2006
YER148W	chrV	465105	465303	199	Xu_2009
YER150W	chrV	468336	468370	35	Miura_2006
YER151C	chrV	472425	472482	58	Nagalakshmi_2008
YER154W	chrV	474995	475020	26	Nagalakshmi_2008
YER156C	chrV	484342	484372	31	Xu_2009
YER159C	chrV	491959	492150	192	Miura_2006
YER162C	chrV	502895	502929	35	Xu_2009
YER165W	chrV	510232	510373	142	Miura_2006
YER168C	chrV	522670	522712	43	Xu_2009
YER170W	chrV	525952	525974	23	Miura_2006
YER175C	chrV	540364	540382	19	Xu_2009
YER177W	chrV	545462	545611	150	Miura_2006
YER178W	chrV	546758	546817	60	Miura_2006
YER182W	chrV	552462	552525	64	Yassour_2009
YER183C	chrV	553970	553980	11	Yassour_2009
YFL001W	chrVI	147074	147131	58	Yassour_2009
YFL002C	chrVI	146935	146969	35	Xu_2009
YFL004W	chrVI	131668	131810	143	Nagalakshmi_2008
YFL005W	chrVI	130148	130334	187	Xu_2009
YFL008W	chrVI	119389	119429	41	Xu_2009
YFL009W	chrVI	115966	116145	180	Nagalakshmi_2008
YFL010C	chrVI	115744	115781	38	Xu_2009
YFL012W	chrVI	110556	110647	92	Miura_2006
YFL014W	chrVI	107183	107256	74	Miura_2006
YFL016C	chrVI	106237	106317	81	Xu_2009
YFL017C	chrVI	104463	104512	50	Nagalakshmi_2008
YFL017W-A	chrVI	103643	103699	57	Miura_2006
YFL018C	chrVI	103128	103230	103	Nagalakshmi_2008
YFL022C	chrVI	95011	95052	42	Xu_2009
YFL027C	chrVI	81913	81932	20	Nagalakshmi_2008
YFL028C	chrVI	80214	80245	32	Nagalakshmi_2008
YFL030W	chrVI	76828	76831	4	Miura_2006
YFL031W	chrVI	75114	75179	66	Miura_2006
YFL034C-A	chrVI	64933	64991	59	Xu_2009
YFL034C-B	chrVI	63994	64057	64	Xu_2009
YFL037W	chrVI	56266	56336	71	Miura_2006
YFL038C	chrVI	55987	56069	83	Xu_2009
YFL039C	chrVI	54697	54883	187	Xu_2009
YFL041W	chrVI	49118	49139	22	Miura_2006
YFL042C	chrVI	47745	47788	44	Xu_2009
YFL044C	chrVI	45561	45598	38	Nagalakshmi_2008
YFL045C	chrVI	44393	44478	86	Nagalakshmi_2008
YFL046W	chrVI	42746	42815	70	Xu_2009
YFL048C	chrVI	40181	40213	33	Xu_2009
YFL049W	chrVI	36760	36803	44	Nagalakshmi_2008
YFR001W	chrVI	149065	149110	46	Nagalakshmi_2008
YFR002W	chrVI	150002	150016	15	Nagalakshmi_2008
YFR003C	chrVI	153125	153171	47	Nagalakshmi_2008
YFR004W	chrVI	153345	153393	49	Miura_2006
YFR006W	chrVI	156121	156145	25	Miura_2006
YFR007W	chrVI	159248	159299	52	Nagalakshmi_2008
YFR011C	chrVI	167259	167302	44	Miura_2006
YFR013W	chrVI	169867	169922	56	Xu_2009
YFR014C	chrVI	173878	173927	50	Nagalakshmi_2008
YFR015C	chrVI	176392	176480	89	Nagalakshmi_2008
YFR016C	chrVI	180744	180837	94	Nagalakshmi_2008
YFR017C	chrVI	182862	182945	84	Miura_2006
YFR021W	chrVI	194719	194812	94	Miura_2006
YFR024C-A	chrVI	203434	203468	35	Xu_2009
YFR025C	chrVI	204751	204790	40	Nagalakshmi_2008
YFR026C	chrVI	206258	207259	1002	Nagalakshmi_2008
YFR030W	chrVI	213194	213312	119	Miura_2006
YFR031C-A	chrVI	221419	221464	46	Nagalakshmi_2008
YFR032C-A	chrVI	223438	223860	423	Miura_2006
YFR033C	chrVI	224770	224896	127	Nagalakshmi_2008
YFR036W	chrVI	226925	226963	39	Nagalakshmi_2008
YFR037C	chrVI	229187	229224	38	Nagalakshmi_2008
YFR038W	chrVI	229375	229380	6	Xu_2009
YFR042W	chrVI	238411	238458	48	Miura_2006
YFR045W	chrVI	241983	241998	16	Nagalakshmi_2008
YFR048W	chrVI	246095	246146	52	Nagalakshmi_2008
YFR049W	chrVI	248344	248523	180	Miura_2006
YFR050C	chrVI	249867	249919	53	Xu_2009
YFR051C	chrVI	251804	251856	53	Miura_2006
YFR052W	chrVI	252466	252505	40	Miura_2006
YFR053C	chrVI	255050	255160	111	Nagalakshmi_2008
YFR055W	chrVI	264148	264204	57	Miura_2006
YGL002W	chrVII	494407	494517	111	Miura_2006
YGL008C	chrVII	482667	482908	242	Xu_2009
YGL009C	chrVII	478653	478731	79	Miura_2006
YGL010W	chrVII	475488	475545	58	Miura_2006
YGL011C	chrVII	475248	475288	41	Xu_2009
YGL012W	chrVII	472815	472855	41	Miura_2006
YGL017W	chrVII	459817	459854	38	Nagalakshmi_2008
YGL018C	chrVII	459665	459715	51	Nagalakshmi_2008
YGL019W	chrVII	458053	458156	104	Xu_2009
YGL020C	chrVII	457871	457934	64	Nagalakshmi_2008
YGL022W	chrVII	452327	452404	78	Xu_2009
YGL028C	chrVII	442910	443076	167	Nagalakshmi_2008
YGL030W	chrVII	438992	439091	100	Yassour_2009
YGL031C	chrVII	437935	438450	516	Miura_2006
YGL032C	chrVII	436834	436993	160	Nagalakshmi_2008
YGL037C	chrVII	427948	428067	120	Miura_2006
YGL038C	chrVII	426805	426875	71	Xu_2009
YGL039W	chrVII	423847	423961	115	Miura_2006
YGL040C	chrVII	420556	420658	103	Xu_2009
YGL041W-A	chrVII	418766	418825	60	Zhang_2005
YGL043W	chrVII	417462	417483	22	Miura_2006
YGL045W	chrVII	414054	414102	49	Nagalakshmi_2008
YGL047W	chrVII	411466	411552	87	Miura_2006
YGL048C	chrVII	411287	411334	48	Xu_2009
YGL049C	chrVII	409605	409778	174	Yassour_2009
YGL054C	chrVII	401288	401370	83	Miura_2006
YGL055W	chrVII	398557	398628	72	Miura_2006
YGL058W	chrVII	393927	393986	60	Miura_2006
YGL059W	chrVII	392189	392223	35	Miura_2006
YGL060W	chrVII	389946	390065	120	Xu_2009
YGL061C	chrVII	389712	389784	73	Yassour_2009
YGL065C	chrVII	381272	381348	77	Nagalakshmi_2008
YGL067W	chrVII	376023	376101	79	Miura_2006
YGL068W	chrVII	375041	375087	47	Nagalakshmi_2008
YGL076C	chrVII	365997	366026	30	Nagalakshmi_2008
YGL078C	chrVII	361860	361942	83	Xu_2009
YGL079W	chrVII	359412	359444	33	Xu_2009
YGL080W	chrVII	358565	358636	72	Miura_2006
YGL082W	chrVII	355749	355827	79	Miura_2006
YGL083W	chrVII	352981	353058	78	Yassour_2009
YGL084C	chrVII	352299	352358	60	Yassour_2009
YGL087C	chrVII	346905	346964	60	Miura_2006
YGL093W	chrVII	334791	334886	96	Miura_2006
YGL095C	chrVII	330608	330674	67	Nagalakshmi_2008
YGL097W	chrVII	321707	321782	76	Zhang_2005
YGL099W	chrVII	314568	314631	64	Yassour_2009
YGL100W	chrVII	313153	313234	82	Yassour_2009
YGL101W	chrVII	312182	312193	12	Zhang_2005
YGL103W	chrVII	310922	310967	46	Xu_2009
YGL104C	chrVII	310174	310225	52	Nagalakshmi_2008
YGL105W	chrVII	307373	307437	65	Miura_2006
YGL106W	chrVII	306532	306560	29	Miura_2006
YGL107C	chrVII	306274	306332	59	Yassour_2009
YGL111W	chrVII	299926	299978	53	Zhang_2005
YGL112C	chrVII	299729	299780	52	Nagalakshmi_2008
YGL113W	chrVII	295838	295932	95	Yassour_2009
YGL115W	chrVII	291907	292033	127	Yassour_2009
YGL116W	chrVII	289595	289809	215	Miura_2006
YGL117W	chrVII	288402	288512	111	Miura_2006
YGL119W	chrVII	284401	284442	42	Xu_2009
YGL120C	chrVII	283938	283993	56	Nagalakshmi_2008
YGL121C	chrVII	281158	281283	126	Miura_2006
YGL123W	chrVII	277428	277617	190	Zhang_2005
YGL130W	chrVII	266094	266145	52	Xu_2009
YGL134W	chrVII	255550	255663	114	Yassour_2009
YGL135W	chrVII	254507	254641	135	Yassour_2009
YGL137W	chrVII	249826	249869	44	Xu_2009
YGL142C	chrVII	238120	238184	65	Xu_2009
YGL145W	chrVII	230174	230243	70	Miura_2006
YGL147C	chrVII	228330	228376	47	Xu_2009
YGL148W	chrVII	226286	226399	114	Yassour_2009
YGL151W	chrVII	217480	217524	45	Xu_2009
YGL155W	chrVII	214030	214081	52	Miura_2006
YGL157W	chrVII	208914	209006	93	Xu_2009
YGL160W	chrVII	200439	200561	123	Xu_2009
YGL161C	chrVII	200143	200251	109	Nagalakshmi_2008
YGL162W	chrVII	197927	198138	212	Miura_2006
YGL166W	chrVII	191109	191129	21	Nagalakshmi_2008
YGL169W	chrVII	185967	186059	93	Nagalakshmi_2008
YGL171W	chrVII	182365	182390	26	Nagalakshmi_2008
YGL172W	chrVII	180669	180700	32	Xu_2009
YGL181W	chrVII	157854	157906	53	Nagalakshmi_2008
YGL186C	chrVII	152777	152858	82	Yassour_2009
YGL187C	chrVII	150172	150647	476	Nagalakshmi_2008
YGL191W	chrVII	144698	144808	111	Miura_2006
YGL192W	chrVII	142211	142246	36	Miura_2006
YGL194C-A	chrVII	139962	140221	260	Miura_2006
YGL196W	chrVII	129790	129883	94	Miura_2006
YGL198W	chrVII	123570	123591	22	Miura_2006
YGL200C	chrVII	123306	123366	61	Xu_2009
YGL201C	chrVII	120908	120974	67	Nagalakshmi_2008
YGL202W	chrVII	115925	116059	135	Xu_2009
YGL203C	chrVII	114665	114756	92	Xu_2009
YGL207W	chrVII	98877	98969	93	Nagalakshmi_2008
YGL210W	chrVII	93753	93792	40	Miura_2006
YGL213C	chrVII	91248	91289	42	Xu_2009
YGL215W	chrVII	87510	87981	472	Miura_2006
YGL216W	chrVII	84625	84885	261	Xu_2009
YGL219C	chrVII	84258	84305	48	Xu_2009
YGL221C	chrVII	82293	82316	24	Nagalakshmi_2008
YGL225W	chrVII	76802	76894	93	Xu_2009
YGL226C-A	chrVII	73159	73218	60	Miura_2006
YGL226W	chrVII	73331	73340	10	Xu_2009
YGL228W	chrVII	67540	67598	59	Yassour_2009
YGL231C	chrVII	63621	63657	37	Miura_2006
YGL232W	chrVII	62046	62075	30	Nagalakshmi_2008
YGL233W	chrVII	59077	59122	46	Yassour_2009
YGL234W	chrVII	56387	56482	96	Xu_2009
YGL236C	chrVII	55797	55817	21	Nagalakshmi_2008
YGL238W	chrVII	49542	49552	11	Miura_2006
YGL242C	chrVII	45198	45262	65	Nagalakshmi_2008
YGL245W	chrVII	39000	39023	24	Miura_2006
YGL247W	chrVII	36914	36933	20	Miura_2006
YGL252C	chrVII	27485	27544	60	Xu_2009
YGL253W	chrVII	23889	23935	47	Miura_2006
YGL255W	chrVII	20934	20978	45	Zhang_2005
YGL256W	chrVII	14671	15159	489	Miura_2006
